roadid,lat,lon,lat.1,lon.1
3800,28.5650891,77.2440844,28.5653381,77.2345255
3801,28.5689418,77.2540888,28.5649894,77.2427849
3802,28.5680949,77.2536223,28.5650891,77.2440844
3803,28.5897765,77.258619,28.5887756,77.2552806
3805,28.679812,77.2292917,28.7090357,77.2271892
3807,28.7103547,77.1759028,28.7122449,77.1741002
3808,28.7073592,77.1784187,28.7102364,77.17587
3810,28.7099736,77.1762246,28.7103547,77.1759028
3811,28.7079357,77.1779681,28.7099736,77.1762246
3817,28.5769113,77.2386092,28.5721083,77.2371962
3819,28.5814087,77.2392015,28.5769113,77.2386092
3822,28.5852087,77.2413134,28.5844484,77.24095
3824,28.5893369,77.2584105,28.5895184,77.2578998
3826,28.5870122,77.2437413,28.5852087,77.2413134
3827,28.606198,77.2750419,28.606198,77.2750419
3831,28.606805,77.2759825,28.6054719,77.2730741
3832,28.605825,77.2741504,28.6039567,77.2696752
3834,28.6085634,77.2787271,28.606198,77.2750419
3835,28.6054719,77.2730741,28.6020963,77.2659425
3836,28.6146957,77.2842344,28.6130505,77.2842796
3837,28.6812383,77.2227538,28.692557,77.2204894
3841,28.6256689,77.067211,28.6055743,77.1095631
3855,28.6108136,77.0167857,28.6107789,77.0229644
3857,28.5382391,77.0364969,28.5413619,77.0393856
3861,28.5908811,77.0826465,28.5903049,77.0826226
3863,28.5752478,77.1458601,28.5745952,77.1425675
3864,28.5949425,77.0717558,28.5930321,77.0793043
3865,28.5935205,77.0774221,28.5908811,77.0826465
3868,28.590503,77.0823403,28.587655,77.0843755
3869,28.594706,77.0807359,28.5914854,77.0812939
3872,28.5922876,77.0814428,28.5920014,77.0812094
3874,28.5929428,77.0810302,28.5925516,77.0814758
3875,28.5927582,77.0806773,28.5929638,77.0809355
3879,28.5904833,77.0819814,28.5900437,77.0863536
3880,28.5583035,77.0857722,28.5574185,77.0874081
3897,28.570619,77.1352562,28.5678257,77.1312183
3900,28.551004,77.1295748,28.5401213,77.1171536
3906,28.6220515,77.2772207,28.6288721,77.2712536
3907,28.6203072,77.2784203,28.6220515,77.2772207
3911,28.5822137,77.3042749,28.5833294,77.3012988
3913,28.5833294,77.3012988,28.5839559,77.3011388
3917,28.601155,77.2899803,28.604751,77.2881624
3919,28.5876986,77.2973781,28.5939256,77.2936875
3920,28.5939256,77.2936875,28.601155,77.2899803
3923,28.601155,77.2899803,28.604751,77.2881624
3924,28.604751,77.2881624,28.6122186,77.2838602
3929,28.6525945,77.3198925,28.6492209,77.3186847
3931,28.4877362,77.0928368,28.4875869,77.0927096
3948,28.7055043,76.8764571,28.7163397,76.8832731
3979,28.5988033,77.0143742,28.598751,77.0162429
3980,28.5988881,77.0143852,28.5988127,77.0162683
3989,28.8558794,76.9448959,28.8973437,76.9957224
3992,28.8570563,77.1248288,28.802727,77.1431735
3998,28.5740087,77.3327798,28.5742554,77.3326349
4003,28.5788173,77.3208705,28.5752258,77.3159548
4004,28.5779078,77.3195393,28.5767283,77.3179465
4007,28.5623857,77.3378344,28.5774397,77.3183798
4008,28.5770083,77.3189541,28.5769976,77.3185695
4011,28.5616414,77.3387225,28.5635562,77.3361686
4017,28.6291585,77.3122096,28.6282011,77.3091958
4021,28.6548002,77.1217772,28.6521438,77.105162
4022,28.6828825,77.1624359,28.684454,77.1562068
4026,28.675914,76.8950797,28.6716852,76.9040098
4027,28.6848303,76.885639,28.6762857,76.8943149
4028,28.668126,76.912033,28.6705447,76.9393642
4030,28.6707609,76.9401769,28.6881007,76.9465054
4033,28.6705447,76.9393642,28.6707609,76.9401769
4034,28.6881007,76.9465054,28.6883467,76.9465248
4035,28.6882254,76.9466687,28.6879868,76.9466528
4036,28.6762857,76.8943149,28.675914,76.8950797
4038,28.7213903,76.8661889,28.7209021,76.866752
4040,28.6887011,76.8836688,28.6848303,76.885639
4041,28.6883467,76.9465248,28.6897227,76.9466897
4043,28.6897227,76.9466897,28.6882254,76.9466687
4045,28.6899637,76.9440121,28.689862,76.9451418
4048,28.6884605,76.9602644,28.6848737,77.0007177
4051,28.6782667,76.8906802,28.6737812,76.8995403
4052,28.6903027,76.8828538,28.6841907,76.8859607
4055,28.6688857,76.934872,28.6707449,76.9397002
4061,28.6665951,77.3033798,28.6638536,77.2969007
4062,28.6652114,77.3151759,28.6665951,77.3033798
4064,28.6267048,77.3099205,28.6185018,77.2866272
4067,28.6652114,77.3151759,28.6596599,77.3140807
4071,28.6373362,77.1300985,28.6084808,77.1023986
4080,28.445862,77.033778,28.4458321,77.033826
4082,28.4623977,77.0322815,28.4624868,77.0323187
4097,28.4821218,77.0948126,28.4791764,77.0938684
4098,28.5077832,77.1770005,28.5043296,77.1732146
4099,28.4850141,77.0126465,28.4808856,77.0145584
4105,28.601768,77.0228422,28.6192299,77.0266347
4106,28.6109573,77.0169432,28.6108741,77.0230707
4109,28.6109937,77.0219529,28.6044315,77.0240719
4112,28.5356228,77.2869799,28.5360525,77.2864412
4114,28.5365216,77.2845972,28.5385957,77.2832768
4115,28.5365533,77.2864453,28.5372721,77.2850486
4116,28.5385957,77.2832768,28.5725523,77.258148
4117,28.5372721,77.2850486,28.5365805,77.2847095
4119,28.6132544,77.0877551,28.6128781,77.087559
4121,28.6148249,77.0838817,28.6114625,77.0915364
4123,28.6108821,77.0931313,28.6114625,77.0915364
4126,28.6154614,77.082745,28.6148249,77.0838817
4133,28.5532178,77.1317557,28.539745,77.1316345
4134,28.5418541,77.1324011,28.553146,77.1317235
4136,28.6319878,77.0816467,28.6317282,77.0825976
4151,28.5854453,77.1264364,28.5726689,77.1210212
4155,28.5902418,77.1288527,28.5854453,77.1264364
4158,28.5895139,77.2130484,28.5833908,77.2125941
4161,28.5790907,77.2219761,28.5771718,77.2199842
4165,28.568812,77.2165796,28.5688251,77.2144567
4168,28.6566957,77.1499494,28.656589,77.1498901
4173,28.6334874,77.1736628,28.6406053,77.1445547
4175,28.6336573,77.1736804,28.6336573,77.1736804
4176,28.6331994,77.1742997,28.6335534,77.1738065
4177,28.5676094,77.2255547,28.5604227,77.2212699
4179,28.6941745,77.341573,28.6993231,77.302514
4182,28.4812187,77.114681,28.4833055,77.095075
4185,28.4833055,77.095075,28.4791247,77.0940071
4189,28.6230486,77.2126516,28.621845,77.2117794
4190,28.615227,77.2093182,28.6121066,77.2085945
4193,28.6121066,77.2085945,28.6109293,77.2059913
4195,28.6121589,77.2090139,28.6119587,77.2088573
4211,28.8717048,76.9221434,28.8711442,76.9234279
4216,28.8697813,76.9018387,28.8705092,76.9028518
4220,28.870622,76.9208566,28.8732326,76.9230125
4225,28.8836746,76.8997974,28.8829589,76.899808
4228,28.8707598,76.9019823,28.8696423,76.9026896
4286,28.7330162,76.8405893,28.7213903,76.8661889
4292,28.720611,76.8670283,28.6887011,76.8836688
4295,28.7209021,76.866752,28.720611,76.8670283
4302,28.6716852,76.9040098,28.6716029,76.9041851
4303,28.6716029,76.9041851,28.668126,76.912033
4305,28.6823533,76.9107861,28.6817455,76.911463
4309,28.6707449,76.9397002,28.6749669,76.9450564
4312,28.6814046,76.9326292,28.6806836,76.945637
4314,28.6823533,76.9107861,28.696893,76.9203183
4316,28.6770813,76.9082712,28.6771672,76.9083607
4319,28.7015358,76.9102835,28.7020499,76.9105587
4320,28.6815763,76.9325088,28.6814,76.9331268
4322,28.6771672,76.9083607,28.6732037,76.9164586
4326,28.6950643,76.9059312,28.6898748,76.9156816
4363,28.4358623,77.0103369,28.4287802,77.0371865
4371,28.6755799,77.3230707,28.674714,77.3230771
4373,28.674714,77.3230771,28.6724446,77.323118
4374,28.6789704,77.3240625,28.6769362,77.323275
4375,28.6769362,77.323275,28.6755799,77.3230707
4377,28.6724446,77.323118,28.670634,77.3228978
4380,28.6678218,77.3214538,28.6652114,77.3151759
4381,28.6677566,77.3216682,28.6678218,77.3214538
4384,28.6736683,77.3163568,28.6730732,77.3163653
4390,28.6947623,77.3290645,28.6931189,77.3272235
4398,28.6810084,77.3282867,28.6765281,77.3231991
4399,28.6812502,77.3283443,28.6929511,77.3270217
4400,28.6585307,77.3200103,28.658565,77.3198545
4402,28.6543388,77.3198785,28.6538589,77.3198547
4404,28.6551646,77.3198243,28.6549637,77.3198126
4406,28.6529446,77.3195552,28.6535729,77.3194743
4407,28.6549637,77.3198126,28.6542794,77.3197386
4411,28.6538589,77.3198547,28.6529641,77.3196604
4412,28.6640881,77.3204261,28.6641509,77.320208
4415,28.6641509,77.320208,28.6652114,77.3151759
4416,28.6593988,77.3194153,28.6601008,77.3035567
4419,28.6593853,77.3196901,28.6593988,77.3194153
4421,28.6593188,77.3196957,28.6593396,77.3194104
4422,28.6593396,77.3194104,28.6594075,77.319236
4423,28.6639542,77.3205443,28.6640164,77.3203986
4427,28.6640164,77.3203986,28.6640789,77.320183
4431,28.6640789,77.320183,28.664225,77.3199508
4433,28.6589141,77.3198756,28.6593188,77.3196957
4436,28.5622936,77.2859685,28.5609738,77.2770027
4437,28.5622936,77.2859685,28.5622936,77.2859685
4438,28.6901544,77.1611239,28.684396,77.1563132
4439,28.6837658,77.1544344,28.6808886,77.1547276
4440,28.6830438,77.146415,28.6868142,77.1213508
4443,28.626921,77.1955011,28.626601,77.1954865
4445,28.6138673,77.2097385,28.613543,77.2092058
4455,28.6587064,76.9478727,28.6134647,76.9800591
4456,28.658887,76.9477364,28.6587064,76.9478727
4468,28.587655,77.0843755,28.5840941,77.091268
4485,28.5553096,77.2655462,28.5551188,77.2654076
4487,28.516077,76.9727719,28.5079538,76.9861092
4488,28.4889772,76.9704112,28.5077318,76.9854953
4495,28.4131556,77.1164843,28.3964115,77.1032166
4496,28.4116545,77.0941143,28.4116526,77.0917233
4505,28.5075536,76.9852866,28.4957927,76.9959778
4510,28.6298455,77.3086183,28.6292848,77.3069447
4511,28.629225,77.3069706,28.6348617,77.3045163
4512,28.6266652,77.3098226,28.6298202,77.3085422
4514,28.4171872,77.0404096,28.40126,77.0449723
4527,28.4597214,77.0316682,28.4614735,77.0323625
4528,28.45966,77.0317447,28.4583109,77.0324077
4533,28.7054057,77.2292153,28.7041231,77.2288029
4538,28.709072,77.2273234,28.7036982,77.2275679
4544,28.7051525,77.2279216,28.7041465,77.2276979
4545,28.7072111,77.2280852,28.7051525,77.2279216
4553,28.6126958,77.0879676,28.6126905,77.0866063
4555,28.684454,77.1562068,28.6837555,77.1543394
4556,28.6837555,77.1543394,28.6814323,77.1546466
4560,28.6608653,77.238301,28.6605295,77.2382748
4563,28.6605295,77.2382748,28.6600299,77.2362971
4564,28.6603047,77.2423388,28.6619464,77.239363
4565,28.6618037,77.2445662,28.6620221,77.2444392
4566,28.6618454,77.2446917,28.6618037,77.2445662
4567,28.6620221,77.2444392,28.6626726,77.2414786
4568,28.6626726,77.2414786,28.6620533,77.2403969
4569,28.6620533,77.2403969,28.6619464,77.239363
4571,28.6953188,77.1947745,28.6902763,77.1922854
4572,28.7023736,77.1952922,28.6953188,77.1947745
4574,28.7340836,77.1563744,28.735242,77.1555785
4575,28.684396,77.1563132,28.6836677,77.154349
4579,28.6256272,77.2408078,28.5970563,77.2408412
4580,28.6278634,77.2414944,28.6256272,77.2408078
4584,28.5504029,77.0546461,28.5464767,77.0589504
4587,28.5703392,77.0517743,28.5771555,77.0575934
4588,28.5868493,77.0660461,28.5858827,77.0661794
4591,28.6217691,77.0889345,28.6218734,77.0878085
4592,28.6216744,77.0889714,28.6217996,77.0877975
4605,28.8311097,77.2674845,28.8964504,77.2403838
4606,28.645844,77.3314094,28.6318353,77.3314583
4608,28.6931189,77.3272235,28.6875248,77.3206356
4610,28.6875248,77.3206356,28.6827232,77.312195
4612,28.6790395,77.3237051,28.6783577,77.3221276
4614,28.6783577,77.3221276,28.680662,77.3201293
4621,28.6441201,77.2985299,28.6473071,77.2958848
4623,28.779715,77.2665165,28.7826222,77.2536494
4624,28.7827184,77.2534411,28.7881055,77.2407335
4627,28.7872289,77.277406,28.7847934,77.267627
4635,28.7825739,77.2534068,28.7773057,77.2434489
4637,28.7848529,77.2674194,28.7827442,77.2535056
4639,28.7847334,77.2673882,28.7846808,77.2545584
4640,28.7776837,77.2438674,28.7777981,77.2435398
4643,28.7867624,77.2439075,28.7821539,77.2417036
4644,28.7811765,77.2782926,28.7814252,77.277821
4647,28.7805418,77.2716954,28.7797478,77.2666128
4649,28.7814464,77.2783126,28.7804902,77.2718291
4652,28.6774931,77.3894343,28.6762988,77.3247028
4664,28.6100182,77.2296495,28.6037685,77.2244183
4665,28.5919022,77.213119,28.5911581,77.2128513
4680,28.6621947,77.2382778,28.6688657,77.2320718
4683,28.7873333,77.2866405,28.7867285,77.2774097
4686,28.7867236,77.2777251,28.7863417,77.277545
4691,28.7443153,77.1283828,28.7445475,77.1192234
4700,28.7349752,77.1141652,28.7352662,77.113741
4701,28.7346298,77.1146686,28.7349752,77.1141652
4702,28.7352662,77.113741,28.7356296,77.1132115
4703,28.7356296,77.1132115,28.7385659,77.1093014
4706,28.7447177,77.1297487,28.7443839,77.1285318
4715,28.5969517,77.1906829,28.5885332,77.1862531
4716,28.5882196,77.1856034,28.5885519,77.1852865
4717,28.5885603,77.1857779,28.5885603,77.1857779
4719,28.5879199,77.1860256,28.5876631,77.1856789
4722,28.5880447,77.1865617,28.5880055,77.1862558
4724,28.596948,77.2203256,28.596948,77.2203256
4727,28.5711718,77.2566131,28.5709632,77.2563255
4728,28.5709632,77.2563255,28.5708195,77.2560639
4736,28.5529594,77.1656153,28.5487819,77.1629749
4738,28.5469692,77.1616058,28.5236279,77.1454713
4739,28.5533852,77.1665023,28.5508532,77.1645286
4740,28.5487819,77.1629749,28.5469692,77.1616058
4745,28.3905801,76.913645,28.4169409,76.9645418
4754,28.6041387,77.0239019,28.6041387,77.0239019
4755,28.6110241,77.0216927,28.6042642,77.0238885
4757,28.4997231,77.1852535,28.4994861,77.184769
4759,28.5110083,77.1834459,28.5115147,77.1832861
4764,28.547191,77.1792554,28.5534582,77.1663713
4769,28.5985993,77.0202718,28.5985928,77.0203939
4770,28.5985928,77.0203939,28.5882509,77.0414815
4771,28.5983902,77.0319196,28.5953311,77.0363648
4772,28.5413619,77.0393856,28.5651282,77.0595824
4774,28.5984968,77.0317623,28.5983902,77.0319196
4781,28.5486344,77.1191917,28.5531639,77.0906163
4786,28.6108515,77.0840752,28.6106418,77.0838593
4795,28.5580086,76.8691353,28.6118571,76.9786697
4799,28.5626303,76.8423701,28.5580086,76.8691353
4801,28.7209913,76.8664174,28.7214552,76.8674548
4803,28.7041311,76.9066186,28.7040555,76.9067575
4804,28.7040555,76.9067575,28.6899637,76.9440121
4806,28.6311505,76.99984,28.6387398,77.0082543
4808,28.62366,77.1807889,28.6334826,77.173733
4809,28.6523218,77.1572846,28.6405576,77.1446363
4812,28.6507695,77.2454807,28.6497607,77.2389808
4813,28.6507695,77.2454807,28.6503376,77.2453457
4815,28.6510745,77.2456878,28.6508056,77.2449348
4816,28.6395404,77.2469668,28.6348524,77.2471507
4817,28.6391854,77.2467381,28.6593855,77.2433667
4823,28.4165252,77.0694822,28.4122439,77.0745843
4825,28.420546,77.0647473,28.4306554,77.0752583
4834,28.6758987,77.3079042,28.6776789,77.307642
4835,28.6776785,77.3080353,28.6759066,77.3080827
4846,28.529237,77.0134236,28.5360927,77.0193754
4850,28.53796,77.0126512,28.5332401,77.0173518
4852,28.5146125,76.9954453,28.501251,77.0082468
4853,28.6827232,77.312195,28.6783179,77.3042806
4857,28.4294928,77.3533352,28.4285929,77.3324201
4858,28.4208888,77.3292691,28.4208888,77.3292691
4860,28.410946,77.3612542,28.4109204,77.3357074
4864,28.3907003,77.3397583,28.4110639,77.3356984
4868,28.4196571,77.3297812,28.4195944,77.329627
4870,28.5061766,77.0120399,28.5211288,77.0253778
4873,28.4996182,77.0064095,28.4998036,77.006598
4874,28.4586263,76.9650779,28.4601146,76.9659435
4877,28.4562664,76.963974,28.4586263,76.9650779
4879,28.4601146,76.9659435,28.4996182,77.0064095
4880,28.4501907,76.9614497,28.4562664,76.963974
4882,28.5211288,77.0253778,28.5301473,77.0335885
4884,28.4998036,77.006598,28.5061766,77.0120399
4886,28.5078964,76.985733,28.5182605,76.9992459
4887,28.5077318,76.9854953,28.5078964,76.985733
4889,28.5182605,76.9992459,28.5181804,76.9993747
4892,28.4706422,76.9606745,28.4686004,76.9710026
4894,28.4527095,76.9608822,28.4889772,76.9704112
4896,28.486198,76.9691482,28.4763946,76.9802699
4897,28.4915261,76.9719316,28.480698,76.9846431
4899,28.7383703,77.0822753,28.7121217,77.0622812
4901,28.7670999,77.1010517,28.7383703,77.0822753
4904,28.8036141,77.1042637,28.8019885,77.0982668
4906,28.8019885,77.0982668,28.7868229,77.0727302
4908,28.7868229,77.0727302,28.7809577,77.0695934
4909,28.7809577,77.0695934,28.7664714,77.0623583
4915,28.6119587,77.2088573,28.6121517,77.2088085
4917,28.6121517,77.2088085,28.6125452,77.2087386
4919,28.6672065,77.2327139,28.6688657,77.2320718
4920,28.4313132,77.105936,28.4311105,77.1056052
4923,28.4311528,77.1048978,28.431319,77.1045942
4925,28.4301471,77.105188,28.4313201,77.1042696
4926,28.4312819,77.1062786,28.4304159,77.1053602
4928,28.7514004,77.054961,28.751486,77.0550372
4932,28.6736067,77.3164339,28.6735993,77.3161737
4933,28.6731104,77.3164442,28.6716808,77.3163867
4936,28.7043021,77.1709614,28.7008957,77.1614611
4938,28.7008957,77.1614611,28.6991252,77.1570896
4939,28.7052847,77.1720811,28.7002641,77.1591675
4942,28.7237124,77.17545,28.7272073,77.1729021
4944,28.7235254,77.175446,28.7235254,77.175446
4945,28.7235507,77.1754104,28.719408,77.1681158
4947,28.674581,77.1401812,28.6748664,77.1400593
4949,28.6748889,77.1402841,28.6748664,77.1400593
4952,28.7251565,77.1811324,28.7235814,77.1756421
4958,28.5960086,77.2074141,28.5959816,77.1987946
4960,28.5915512,77.212684,28.596091,77.2072762
4961,28.5909632,77.2127502,28.5915254,77.2122456
4965,28.601702,77.1930739,28.5974791,77.1909086
4967,28.628098,77.2470463,28.6276258,77.2413138
4969,28.59167,77.2126739,28.592422,77.2125718
4970,28.6280929,77.247681,28.628098,77.2470463
4975,28.620002,77.2182428,28.6213964,77.2160044
4976,28.596091,77.2072762,28.5976019,77.2066452
4978,28.6141858,77.2092563,28.6139188,77.2087939
4980,28.6138918,77.2092389,28.614264,77.2088081
4983,28.5972324,77.2112445,28.597452,77.2110853
4989,28.5539853,77.32357,28.5496497,77.3204957
4990,28.5541257,77.3264016,28.554017,77.3236633
4992,28.554023,77.3233785,28.554023,77.3233785
4994,28.5542263,77.3232661,28.5542046,77.3221527
4996,28.5554587,77.3272815,28.5567313,77.3268334
4998,28.5571442,77.3277508,28.5555215,77.3275488
5000,28.6261069,77.0749269,28.6215351,77.0831206
5002,28.6688989,77.0930244,28.6665943,77.0925291
5005,28.6691417,77.0931622,28.6691417,77.0931622
5007,28.5694586,77.2068392,28.5694201,77.2060532
5013,28.7834502,77.2903624,28.7872942,77.285812
5021,28.5487803,77.315702,28.5452422,77.3115191
5023,28.5493597,77.3199936,28.5493597,77.3199936
5026,28.5522374,77.3197371,28.5513795,77.3187507
5028,28.5445727,77.3371345,28.5445727,77.3371345
5029,28.5513795,77.3187507,28.5487803,77.315702
5031,28.5449625,77.337813,28.5448185,77.3375776
5032,28.539278,77.3330017,28.5471254,77.3199118
5036,28.5449504,77.3371525,28.549211,77.3324289
5039,28.5452422,77.3115191,28.5437262,77.3097559
5040,28.4280381,77.3094918,28.4614295,77.3066773
5041,28.427151,77.3095652,28.4280381,77.3094918
5047,28.4276785,77.3104313,28.4274288,77.3071991
5048,28.4261375,77.3096537,28.429036,77.3093951
5049,28.4272606,77.3045748,28.4263475,77.2916176
5053,28.4288255,77.3284058,28.4286845,77.3277856
5054,28.4288857,77.3286702,28.4288255,77.3284058
5055,28.4289878,77.3291194,28.4288857,77.3286702
5060,28.4286845,77.3277856,28.4286921,77.3270723
5062,28.4284611,77.3313135,28.4289878,77.3291194
5066,28.5940809,77.3503389,28.56681,77.3233653
5069,28.689862,76.9451418,28.6884605,76.9602644
5072,28.8578422,77.1246867,28.8570563,77.1248288
5073,28.5151935,77.0940437,28.5140133,77.0933672
5078,28.4300533,76.9614511,28.400036,76.9796507
5084,28.5360484,77.2867102,28.5363179,77.2865813
5085,28.4678707,77.108027,28.4786596,77.0940026
5086,28.5805598,77.269647,28.5783796,77.2670849
5087,28.5733643,77.3054576,28.5759107,77.3033135
5090,28.7096865,77.226956,28.7137147,77.226605
5094,28.7075064,77.1791651,28.7071858,77.1788726
5096,28.6688657,77.2320718,28.6700954,77.2316164
5097,28.5927572,77.2574006,28.6016074,77.2545126
5099,28.6725013,77.2387782,28.670552,77.2336388
5101,28.7345601,77.1554771,28.7340147,77.1544771
5103,28.5986021,77.0186809,28.6019948,77.0189534
5105,28.6062137,77.0097192,28.6061911,77.0109824
5106,28.6060565,77.0094505,28.6062137,77.0097192
5108,28.6061911,77.0109824,28.6060594,77.0121443
5109,28.5073163,77.1761388,28.5080108,77.1754497
5132,28.4597215,77.0497404,28.459457,77.0498003
5156,28.6015203,76.9883888,28.5658386,77.000469
5159,28.467868,77.0729926,28.4679319,77.0827307
5161,28.4679319,77.0827307,28.4679496,77.0877215
5163,28.411064,77.236537,28.4111032,77.2364688
5164,28.4018601,77.272604,28.411064,77.236537
5168,28.411064,77.236537,28.4036922,77.227877
5169,28.4115113,77.2371554,28.4111012,77.2366572
5171,28.410909,77.236273,28.4118,77.2352416
5172,28.4102773,77.2378511,28.4108701,77.2363682
5211,28.6410259,77.1449899,28.6404828,77.1449625
5212,28.6403352,77.1450028,28.6402704,77.1444031
5213,28.5575395,77.3284386,28.5565422,77.3264247
5217,28.6019234,77.2876435,28.5832448,77.2646353
5218,28.582449,77.263446,28.5819002,77.2601396
5226,28.6127024,77.2406074,28.6124056,77.2401845
14,28.6203865,77.2186184,28.6203865,77.2186184
16,28.6049512,77.1984463,28.6098719,77.1914599
24,28.5218078,77.0980582,28.5298128,77.0873086
30,28.4524224,77.0539155,28.4552423,77.056581
33,28.4103892,77.0345166,28.4117254,77.0418911
39,28.5032517,77.0882072,28.4977713,77.0833048
46,28.4631085,77.095019,28.4616862,77.086971
48,28.4590155,77.0739459,28.4590155,77.0739459
55,28.470456,76.9124166,28.4294037,76.9512553
61,28.5933516,77.2433284,28.5933516,77.2433284
66,28.5889711,77.247452,28.5889711,77.247452
76,28.6162422,77.2252394,28.6162422,77.2252394
80,28.6023404,77.1926747,28.6060884,77.1874241
83,28.5961171,77.1934506,28.5971334,77.1909584
87,28.5896453,77.1825775,28.5904118,77.1808061
94,28.6165353,77.2246787,28.6196523,77.2194086
96,28.6193374,77.2188343,28.6079575,77.2181292
102,28.6096038,77.2245366,28.6096038,77.2245366
103,28.6099232,77.2242187,28.6105205,77.2123614
111,28.6041586,77.2253192,28.6044992,77.2250169
117,28.6097416,77.2242656,28.6073569,77.2188876
123,28.6101942,77.2117384,28.6101942,77.2117384
127,28.6107737,77.2116065,28.6121589,77.2090139
128,28.6087904,77.2089936,28.6087904,77.2089936
135,28.6263,77.2067984,28.6263,77.2067984
139,28.6230769,77.2125145,28.6230769,77.2125145
146,28.6215743,77.2154606,28.6215743,77.2154606
148,28.6269717,77.2153425,28.624611,77.2106326
149,28.6235903,77.1999895,28.6235903,77.1999895
156,28.6259054,77.2065775,28.6208798,77.206283
157,28.6200879,77.2062209,28.6200879,77.2062209
161,28.6171035,77.2056785,28.6171035,77.2056785
163,28.6173222,77.205628,28.6175664,77.1996572
164,28.6177186,77.1972172,28.6177186,77.1972172
167,28.6177186,77.1972172,28.6189742,77.1915343
170,28.6049512,77.1984463,28.6049512,77.1984463
173,28.6104936,77.2055895,28.6104936,77.2055895
186,28.4735168,77.0633088,28.473995,77.0637457
187,28.482275,77.0732345,28.4827411,77.0738218
191,28.504254,77.172868,28.504254,77.172868
209,28.4925443,77.1465825,28.492676,77.1465088
210,28.4891979,77.0558521,28.4779976,77.0708936
214,28.5008419,77.0914563,28.5011282,77.0910934
221,28.5686795,77.3405349,28.5740231,77.3354226
227,28.4214448,77.1902893,28.4397868,77.1766704
269,28.452494,77.0663473,28.4524036,77.0664576
270,28.4325446,77.0471427,28.4324753,77.0472433
272,28.523967,77.190014,28.5255203,77.1872939
279,28.473447,76.9608863,28.4873733,76.9617307
290,28.6078261,77.2050732,28.6108789,77.1992565
291,28.6009177,77.2053117,28.6009177,77.2053117
292,28.6072124,77.2054053,28.6072124,77.2054053
300,28.6198211,77.2403926,28.625399,77.2322903
302,28.6424634,77.2269482,28.6352724,77.2215533
308,28.6437932,77.2276524,28.6451335,77.2235768
311,28.6061883,77.217945,28.6012307,77.2177456
312,28.6009133,77.2177924,28.6009133,77.2177924
323,28.6112888,77.1967939,28.6106321,77.1910201
324,28.5972782,77.2232486,28.5970499,77.2224503
327,28.5868497,77.3232418,28.586585,77.3228746
328,28.5972524,77.3285996,28.5935777,77.3235774
333,28.6016875,77.3400601,28.6007102,77.3388435
334,28.5855327,77.2490512,28.5827506,77.244857
342,28.645661,77.1971847,28.6539597,77.1823817
345,28.579488,77.189772,28.579488,77.189772
351,28.556265,77.1864047,28.5640761,77.1787472
353,28.4638141,77.0333984,28.4785534,77.0350839
356,28.5696885,77.1875752,28.5761718,77.1773494
357,28.5668232,77.227769,28.5683072,77.2239162
360,28.4467754,77.0608064,28.4467114,77.060959
361,28.4524036,77.0664576,28.445903,77.075859
362,28.4171491,77.0402633,28.4171872,77.0404096
363,28.4139573,77.041235,28.4139922,77.0413496
381,28.5786804,77.2103152,28.5786381,77.2101389
388,28.5693397,77.1897605,28.5505538,77.1838056
410,28.6196112,77.1043489,28.6195269,77.1042184
412,28.6232672,77.1022457,28.6231985,77.1021256
413,28.6241975,77.1018441,28.6241391,77.1017171
418,28.503934,77.1725534,28.4640801,77.1510981
419,28.4717456,77.1869856,28.4768208,77.1586094
425,28.5660324,77.1767899,28.5717789,77.1724185
428,28.5530438,77.2318396,28.5539543,77.2283901
429,28.4552423,77.056581,28.4498935,77.0638259
432,28.6335331,77.205368,28.6335331,77.205368
442,28.5819555,77.1952267,28.5782078,77.1952483
457,28.6761225,77.0805342,28.6606517,77.0915182
458,28.6465301,77.0833674,28.6436451,77.0870839
460,28.6415435,77.082758,28.6348893,77.0919743
477,28.5490339,77.2965856,28.5619032,77.2926407
483,28.5414346,77.2992097,28.5568051,77.2891527
485,28.5523736,77.2046013,28.5531858,77.2015948
486,28.5594435,77.2069803,28.5608434,77.2009736
502,28.5882935,77.1191406,28.5757882,77.1127814
504,28.5460963,77.0596718,28.568126,77.0664024
511,28.5459014,77.0594974,28.5460963,77.0596718
531,28.5003592,76.8777741,28.5046309,76.8819031
532,28.5299935,76.9059668,28.6112672,76.9751158
533,28.529559,76.9057115,28.5299935,76.9059668
534,28.5293429,76.9055659,28.529559,76.9057115
535,28.5287472,76.9051976,28.5293429,76.9055659
536,28.6118571,76.9786697,28.6169904,76.9837994
537,28.6169904,76.9837994,28.617406,76.9841538
540,28.6307594,76.9995939,28.6310161,76.9998808
543,28.503843,77.0686387,28.4957101,77.0860672
559,28.568743,77.1894861,28.5694618,77.1887395
560,28.569235,77.1931747,28.5698102,77.1862777
561,28.5653045,77.2003127,28.5664358,77.1892896
576,28.5968775,77.1318955,28.5968775,77.1318955
598,28.6037599,77.2108638,28.6013573,77.2053473
603,28.6001983,77.2169488,28.5978476,77.2115775
604,28.6008972,77.2170642,28.603806,77.2121032
616,28.5978082,77.2110542,28.5978082,77.2110542
643,28.462222,77.0661477,28.4622975,77.0662336
646,28.5771718,77.2199842,28.5771718,77.2199842
653,28.6499932,77.217632,28.6594814,77.2159243
656,28.6538797,77.2164819,28.6535964,77.2111424
